sag	metagenome	Percent_scaffolds_with_any_coverage	Percent_of_reference_bases_covered	Average_coverage	total_reads_recruited	total_bp_recruited	mg_wgs_technology	mg_read_count	mg_bp_count	sag_completeness	sag_total_bp	sag_size_mbp	MG_reads_per_SAG_mbp	MG_bp_per_SAG_mpb	prop_total_MG_reads_recruited_per_SAG_mbp	prop_total_MG_bp_recruited_per_SAG_mbp
AB-746-E20	TARA_037_meso600	100	49.84452024	2.143608562	13630	2107886	illumina	138119151	22754587258	35.58	1025698	1.025698	13288.51182	2055074.691	9.62E-05	9.03E-05
AB-746-E20	TARA_038_dcm25	100	1.050738357	1.455208183	368	40248	illumina	141302282	23950322584	35.58	1025698	1.025698	358.7800698	39239.62024	2.54E-06	1.64E-06
AB-746-E20	TARA_038_meso340	100	10.11969793	0.436862575	2665	407925	illumina	48385424	8135002325	35.58	1025698	1.025698	2598.230668	397704.7825	5.37E-05	4.89E-05
AB-746-E20	TARA_038_sur5	100	1.296276347	1.201229213	237	25650	illumina	82081994	13385266487	35.58	1025698	1.025698	231.0621645	25007.36084	2.82E-06	1.87E-06
AB-746-E20	TARA_039_dcm25	100	1.733608362	2.711504384	328	36620	illumina	111717200	19513424647	35.58	1025698	1.025698	319.7822361	35702.51673	2.86E-06	1.83E-06
AB-746-E20	TARA_039_meso270	100	3.663990034	0.504863156	1712	240168	illumina	75320999	12548073144	35.58	1025698	1.025698	1669.107281	234150.7929	2.22E-05	1.87E-05
AB-746-E20	TARA_056_meso480	100	54.33147563	1.09713577	6333	1063766	illumina	7843247	1344874326	35.58	1025698	1.025698	6174.332016	1037114.238	0.000787216	0.000771161
AB-746-E20	TARA_056_sur5	100	1.386046178	2.54002526	528	57793	illumina	152687351	23444662018	35.58	1025698	1.025698	514.7714044	56345.04503	3.37E-06	2.40E-06
AB-746-E20	TARA_064_dcm65	100	1.440705484	2.429546231	465	51469	illumina	55540498	9333215406	35.58	1025698	1.025698	453.3498164	50179.48753	8.16E-06	5.38E-06
AB-746-E20	TARA_064_meso1000	100	88.17075117	7.398097423	46823	7645815	illumina	53130556	8833433215	35.58	1025698	1.025698	45649.88915	7454255.541	0.000859202	0.000843868
AB-746-E20	TARA_064_sur5	100	1.214463811	2.522766309	666	72427	illumina	180390803	29737694236	35.58	1025698	1.025698	649.3139306	70612.40248	3.60E-06	2.37E-06
AB-746-E20	TARA_065_dcm30	100	2.484564103	0.191504529	673	79870	illumina	116376549	17034924575	35.58	1025698	1.025698	656.1385515	77868.92438	5.64E-06	4.57E-06
AB-746-E20	TARA_065_meso850	100	90.95978264	17.26927083	113736	18311970	illumina	155155053	25486549814	35.58	1025698	1.025698	110886.4403	17853179.01	0.000714681	0.000700494
AB-746-E20	TARA_065_sur5	100	2.032982807	0.670199553	224	25758	illumina	54078421	9129901435	35.58	1025698	1.025698	218.3878686	25112.65499	4.04E-06	2.75E-06
AB-746-E20	TARA_068_dcm50	100	2.17014535	0.665776384	200	23253	illumina	31643656	5296515678	35.58	1025698	1.025698	194.9891684	22670.41566	6.16E-06	4.28E-06
AB-746-E20	TARA_068_meso700	100	91.61353657	20.37502008	138734	22085884	illumina	142556679	23108080669	35.58	1025698	1.025698	135258.1364	21532540.77	0.000948803	0.000931819
AB-746-E20	TARA_068_sur5	100	1.963587011	0.24996829	364	43673	illumina	36575555	6041514521	35.58	1025698	1.025698	354.8802864	42578.80975	9.70E-06	7.05E-06
AB-746-E20	TARA_070_meso800	100	91.45848657	13.60031043	81751	13310742	illumina	93983693	15695870172	35.58	1025698	1.025698	79702.79751	12977252.56	0.000848049	0.000826794
AB-746-E20	TARA_070_sur5	100	1.009142834	0.421793998	251	28583	illumina	47683276	7832023665	35.58	1025698	1.025698	244.7114063	27866.87699	5.13E-06	3.56E-06
AB-746-E20	TARA_072_dcm100	100	1.918127714	0.745128807	141	15636	illumina	44872083	7471788986	35.58	1025698	1.025698	137.4673637	15244.25318	3.06E-06	2.04E-06
AB-746-E20	TARA_072_meso800	100	84.55556808	4.498870832	26822	4376812	illumina	79019269	13213103814	35.58	1025698	1.025698	26149.99737	4267154.66	0.000330932	0.000322949
AB-746-E20	TARA_072_sur5	100	1.506477855	5.08390618	620	68029	illumina	145316423	24299611193	35.58	1025698	1.025698	604.4664219	66324.59067	4.16E-06	2.73E-06
AB-746-E20	TARA_076_dcm150	100	1.51780757	1.308769546	651	71887	illumina	134347028	21691680098	35.58	1025698	1.025698	634.689743	70085.93173	4.72E-06	3.23E-06
AB-746-E20	TARA_076_meso800	100	91.47522881	25.34601297	158872	25781924	illumina	158117154	26146280939	35.58	1025698	1.025698	154891.5958	25135979.6	0.0009796	0.00096136
AB-746-E20	TARA_076_sur5	100	1.587538039	4.206616431	709	83070	illumina	120202409	20779090899	35.58	1025698	1.025698	691.2366018	80988.75107	5.75E-06	3.90E-06
AB-746-E20	TARA_078_dcm30	100	3.401465216	1.006377407	795	95890	illumina	119191753	19936478597	35.58	1025698	1.025698	775.0819442	93487.55677	6.50E-06	4.69E-06
AB-746-E20	TARA_078_meso800	100	91.43319922	16.8426869	106833	17502945	illumina	112306318	18704213213	35.58	1025698	1.025698	104156.3891	17064423.45	0.000927431	0.00091233
AB-746-E20	TARA_078_sur5	100	1.497011598	2.56253562	446	51136	illumina	108109233	18314683605	35.58	1025698	1.025698	434.8258454	49854.83056	4.02E-06	2.72E-06
AB-746-E20	TARA_085_dcm90	100	1.563632862	1.185236952	2425	272517	illumina	137365648	22760974137	35.58	1025698	1.025698	2364.243666	265689.316	1.72E-05	1.17E-05
AB-746-E20	TARA_085_meso790	100	87.29184337	6.563715473	39374	6484685	illumina	53916241	9042728173	35.58	1025698	1.025698	38387.51757	6322216.676	0.000711984	0.000699149
AB-746-E20	TARA_085_sur5	100	0.976782788	17.76029631	3058	333580	illumina	135557491	22075354517	35.58	1025698	1.025698	2981.384384	325222.4339	2.20E-05	1.47E-05
AB-746-E20	TARA_098_dcm188	100	1.10571413	1.125209427	308	34293	illumina	80654027	12718401274	35.58	1025698	1.025698	300.2833193	33433.81775	3.72E-06	2.63E-06
AB-746-E20	TARA_098_meso488	100	90.42971835	18.32025882	114828	19149409	illumina	130074900	22116614177	35.58	1025698	1.025698	111951.0811	18669636.68	0.000860666	0.000844145
AB-746-E20	TARA_098_sur5	100	0.870767353	1.195403671	220	23708	illumina	58754158	9878421999	35.58	1025698	1.025698	214.4880852	23114.01602	3.65E-06	2.34E-06
AB-746-E20	TARA_100_dcm50	100	1.54689729	1.626648405	718	78354	illumina	97721533	16791532790	35.58	1025698	1.025698	700.0111144	76390.90649	7.16E-06	4.55E-06
AB-746-E20	TARA_100_meso177	100	56.21999262	2.342242552	14665	2285626	illumina	102820276	16954852299	35.58	1025698	1.025698	14297.58077	2228361.565	0.000139054	0.000131429
AB-746-E20	TARA_100_sur5	100	1.450854057	2.803549604	371	39819	illumina	80127198	13462086673	35.58	1025698	1.025698	361.7049073	38821.36847	4.51E-06	2.88E-06
AB-746-E20	TARA_102_dcm40	100	1.22469028	1.68468489	451	49526	illumina	107258179	18294105975	35.58	1025698	1.025698	439.7005746	48285.16776	4.10E-06	2.64E-06
AB-746-E20	TARA_102_meso480	100	85.49215761	6.841694252	43536	7057608	illumina	43477634	7205571441	35.58	1025698	1.025698	42445.24217	6880785.572	0.000976255	0.000954926
AB-746-E20	TARA_102_sur5	100	1.285503968	0.7655849	155	16578	illumina	38887246	6713889375	35.58	1025698	1.025698	151.1166055	16162.65216	3.89E-06	2.41E-06
AB-746-E20	TARA_109_dcm30	100	1.096987324	1.412378352	260	28149	illumina	61935894	10500244075	35.58	1025698	1.025698	253.4859189	27443.7505	4.09E-06	2.61E-06
AB-746-E20	TARA_109_meso380	100	87.07537595	11.66152418	72267	12008644	illumina	99309480	16993100177	35.58	1025698	1.025698	70456.41115	11707777.53	0.000709463	0.000688972
AB-746-E20	TARA_109_sur5	100	1.069546617	2.262176644	566	61755	illumina	132166824	22552517702	35.58	1025698	1.025698	551.8193464	60207.78046	4.18E-06	2.67E-06
AB-746-E20	TARA_110_dcm50	100	1.229846673	0.550621054	109	11710	illumina	18372038	3073513779	35.58	1025698	1.025698	106.2690968	11416.61581	5.78E-06	3.71E-06
AB-746-E20	TARA_110_meso380	100	87.19831121	8.418463544	52876	8469524	illumina	173735893	28577987883	35.58	1025698	1.025698	51551.23633	8257327.205	0.000296722	0.00028894
AB-746-E20	TARA_110_sur5	100	1.150849223	4.117302984	764	82718	illumina	148566602	24357936696	35.58	1025698	1.025698	744.8586231	80645.57014	5.01E-06	3.31E-06
AB-746-E20	TARA_111_dcm90	100	1.601501843	0.854639909	118	13210	illumina	27250868	4601869512	35.58	1025698	1.025698	115.0436093	12879.03457	4.22E-06	2.80E-06
AB-746-E20	TARA_111_sur5	100	1.08504603	1.751192433	697	76020	illumina	171989566	27809439741	35.58	1025698	1.025698	679.5372517	74115.38289	3.95E-06	2.67E-06
AB-746-E20	TARA_112_dcm155	100	1.689639599	0.557473768	841	95713	illumina	166203379	27843604685	35.58	1025698	1.025698	819.9294529	93314.99135	4.93E-06	3.35E-06
AB-746-E20	TARA_112_meso696	100	91.446508	13.16617667	78060	13057469	illumina	78872644	13436760795	35.58	1025698	1.025698	76104.27241	12730325.11	0.000964901	0.000947425
AB-746-E20	TARA_112_sur5	100	1.544041079	3.624221401	749	81135	illumina	176654942	28914336851	35.58	1025698	1.025698	730.2344355	79102.23087	4.13E-06	2.74E-06
AB-746-E20	TARA_122_dcm115	100	1.456694991	3.666343244	1355	147621	illumina	120646849	20609375649	35.58	1025698	1.025698	1321.051616	143922.4801	1.09E-05	6.98E-06
AB-746-E20	TARA_122_meso600a	100	82.04890569	4.934534512	29566	4963715	illumina	36981575	6358511239	35.58	1025698	1.025698	28825.24876	4839353.299	0.000779449	0.000761083
AB-746-E20	TARA_122_meso600b	100	84.39407282	5.132972788	29862	5013160	illumina	37639227	6469731487	35.58	1025698	1.025698	29113.83273	4887559.496	0.000773497	0.00075545
AB-746-E20	TARA_122_sur5	100	1.515314733	3.178342254	612	66993	illumina	128494301	21643581950	35.58	1025698	1.025698	596.6668552	65314.54678	4.64E-06	3.02E-06
AB-746-E20	TARA_123_eml150	100	4.425719199	0.757986831	1850	269773	illumina	43387655	7166771202	35.58	1025698	1.025698	1803.649807	263014.0646	4.16E-05	3.67E-05
AB-746-E20	TARA_123_sur5	100	1.567766316	2.199846316	755	86675	illumina	103616193	17840247397	35.58	1025698	1.025698	736.0841105	84503.43083	7.10E-06	4.74E-06
AB-746-E20	TARA_124_eml120_a	100	2.164775337	0.312514281	388	51626	illumina	24335804	3937540501	35.58	1025698	1.025698	378.2789866	50332.55403	1.55E-05	1.28E-05
AB-746-E20	TARA_124_eml120_b	100	3.14413543	0.565254615	691	92575	illumina	45076922	7293133964	35.58	1025698	1.025698	673.6875767	90255.6113	1.49E-05	1.24E-05
AB-746-E20	TARA_124_sur5_a	100	1.011373865	0.304856424	226	25536	illumina	40674414	6779300446	35.58	1025698	1.025698	220.3377602	24896.21702	5.42E-06	3.67E-06
AB-746-E20	TARA_124_sur5_b	100	0.972861136	0.36362834	204	22957	illumina	41680948	6945772056	35.58	1025698	1.025698	198.8889517	22381.83169	4.77E-06	3.22E-06
AB-746-E20	TARA_125_eml140	100	6.770983837	1.369098285	1369	185055	illumina	94488148	16096648777	35.58	1025698	1.025698	1334.700857	180418.6027	1.41E-05	1.12E-05
AB-746-E20	TARA_125_sur5_a	100	1.23535521	0.260104004	168	18617	illumina	36090695	6100543349	35.58	1025698	1.025698	163.7909014	18150.56674	4.54E-06	2.98E-06
AB-746-E20	TARA_125_sur5_b	100	1.752075229	0.582958192	186	20520	illumina	36741196	6209411198	35.58	1025698	1.025698	181.3399266	20005.88867	4.94E-06	3.22E-06
AB-746-E20	TARA_132_meso550	100	91.87857413	29.94326471	196454	31050762	illumina	180517690	29064245644	35.58	1025698	1.025698	191532.0104	30272811.3	0.001061015	0.001041583
AB-746-E20	TARA_133_dcm45	100	1.138661451	2.105636749	793	86267	illumina	156572539	25951485598	35.58	1025698	1.025698	773.1320525	84105.65293	4.94E-06	3.24E-06
AB-746-E20	TARA_137_dcm40	100	9.28595161	0.451452797	2369	357502	illumina	45019438	7523392765	35.58	1025698	1.025698	2309.646699	348545.0883	5.13E-05	4.63E-05
AB-746-E20	TARA_137_meso375_a	100	47.87440886	1.079871114	6946	1039553	illumina	47579735	7410374949	35.58	1025698	1.025698	6771.973817	1013507.875	0.000142329	0.000136769
AB-746-E20	TARA_137_meso375_b	100	49.14059181	1.087128469	6975	1046969	illumina	47614661	7416505024	35.58	1025698	1.025698	6800.247246	1020738.073	0.000142818	0.000137631
AB-746-E20	TARA_138_dcm60	100	3.98300039	0.160279815	632	85594	illumina	94451012	16526127236	35.58	1025698	1.025698	616.165772	83449.51438	6.52E-06	5.05E-06
AB-746-E20	TARA_138_meso450_a	100	44.56199191	0.995782191	5973	959720	illumina	37434280	6335980996	35.58	1025698	1.025698	5823.351513	935675.0233	0.000155562	0.000147676
AB-746-E20	TARA_138_meso450_b	100	44.96548746	1.010478377	6050	975055	illumina	37494866	6346350809	35.58	1025698	1.025698	5898.422343	950625.8177	0.000157313	0.000149791
AB-746-E20	TARA_138_sur5	100	1.387841574	3.49249547	678	73956	illumina	148956548	24515620092	35.58	1025698	1.025698	661.0132807	72103.09467	4.44E-06	2.94E-06
AB-746-E20	TARA_142_dcm125	100	2.116021971	5.354581643	676	74399	illumina	129702398	22128603162	35.58	1025698	1.025698	659.063389	72534.99568	5.08E-06	3.28E-06
AB-746-E20	TARA_142_meso640	100	90.00292231	19.6040595	121686	20191022	illumina	137572626	23399274428	35.58	1025698	1.025698	118637.2597	19685152.94	0.000862361	0.000841272
AB-746-E20	TARA_145_meso590	100	90.44736252	24.65172315	162804	26686198	illumina	145458355	24282809910	35.58	1025698	1.025698	158725.0828	26017597.77	0.001091206	0.001071441
AB-746-E20	TARA_145_sur5	100	12.66503663	0.331548755	2268	344254	illumina	101098116	17443667348	35.58	1025698	1.025698	2211.177169	335629.0058	2.19E-05	1.92E-05
AB-746-E20	TARA_146_sur5	100	3.136682716	0.842221589	1170	138712	illumina	149650203	25075871701	35.58	1025698	1.025698	1140.686635	135236.6876	7.62E-06	5.39E-06
AB-746-E20	TARA_148b_meso250	100	4.501153713	0.486623331	2313	315129	illumina	139942627	23450798350	35.58	1025698	1.025698	2255.049732	307233.7082	1.61E-05	1.31E-05
AB-746-E20	TARA_149_meso740	100	90.27020949	21.236354	141721	22795355	illumina	168362039	27617845794	35.58	1025698	1.025698	138170.2996	22224236.57	0.000820674	0.000804706
AB-746-E20	TARA_152_meso800	100	90.77321565	16.03652739	100805	16701082	illumina	146744865	24917975360	35.58	1025698	1.025698	98279.41558	16282650.45	0.00066973	0.00065345
AB-746-E20	TARA_152_sur5	100	2.615383429	0.33597338	774	95622	illumina	109702890	18911511744	35.58	1025698	1.025698	754.6080815	93226.27128	6.88E-06	4.93E-06
AB-746-G23	TARA_037_meso600	100	4.794566932	0.693589871	4039	627291	illumina	138119151	22754587258	59.77	1671347	1.671347	2416.613666	375320.6246	1.75E-05	1.65E-05
AB-746-G23	TARA_038_dcm25	0	0	0	0	0	illumina	141302282	23950322584	59.77	1671347	1.671347	0	0	0	0
AB-746-G23	TARA_038_meso340	100	3.593438775	0.28996792	942	147392	illumina	48385424	8135002325	59.77	1671347	1.671347	563.61725	88187.55172	1.16E-05	1.08E-05
AB-746-G23	TARA_038_sur5	0	0	0	0	0	illumina	82081994	13385266487	59.77	1671347	1.671347	0	0	0	0
AB-746-G23	TARA_039_dcm25	0	0	0	0	0	illumina	111717200	19513424647	59.77	1671347	1.671347	0	0	0	0
AB-746-G23	TARA_039_meso270	100	3.671460058	0.247427788	483	74141	illumina	75320999	12548073144	59.77	1671347	1.671347	288.9884626	44360.02817	3.84E-06	3.54E-06
AB-746-G23	TARA_056_meso480	100	3.666423445	0.11633436	516	80002	illumina	7843247	1344874326	59.77	1671347	1.671347	308.7330159	47866.78051	3.94E-05	3.56E-05
AB-746-G23	TARA_056_sur5	0	0	0	0	0	illumina	152687351	23444662018	59.77	1671347	1.671347	0	0	0	0
AB-746-G23	TARA_064_dcm65	0	0	0	0	0	illumina	55540498	9333215406	59.77	1671347	1.671347	0	0	0	0
AB-746-G23	TARA_064_meso1000	100	7.758912729	0.418724596	3487	533450	illumina	53130556	8833433215	59.77	1671347	1.671347	2086.341137	319173.6964	3.93E-05	3.61E-05
AB-746-G23	TARA_064_sur5	100	0.210884906	0.004177228	2	206	illumina	180390803	29737694236	59.77	1671347	1.671347	1.196639597	123.2538785	6.63E-09	4.14E-09
AB-746-G23	TARA_065_dcm30	100	1.133136346	0.022414086	95	13339	illumina	116376549	17034924575	59.77	1671347	1.671347	56.84038084	7980.98779	4.88E-07	4.69E-07
AB-746-G23	TARA_065_meso850	100	10.90762934	0.945641774	8947	1363773	illumina	155155053	25486549814	59.77	1671347	1.671347	5353.167236	815972.3863	3.45E-05	3.20E-05
AB-746-G23	TARA_065_sur5	100	0.653455363	0.01061343	6	1033	illumina	54078421	9129901435	59.77	1671347	1.671347	3.58991879	618.0643517	6.64E-08	6.77E-08
AB-746-G23	TARA_068_dcm50	100	0.968698624	0.027622219	10	1756	illumina	31643656	5296515678	59.77	1671347	1.671347	5.983197983	1050.649566	1.89E-07	1.98E-07
AB-746-G23	TARA_068_meso700	100	44.82821045	1.505110606	17061	2633500	illumina	142556679	23108080669	59.77	1671347	1.671347	10207.93408	1575675.189	7.16E-05	6.82E-05
AB-746-G23	TARA_068_sur5	100	1.202762374	0.021517834	17	2737	illumina	36575555	6041514521	59.77	1671347	1.671347	10.17143657	1637.601288	2.78E-07	2.71E-07
AB-746-G23	TARA_070_meso800	100	9.265534543	0.705650347	5862	903510	illumina	93983693	15695870172	59.77	1671347	1.671347	3507.350658	540587.921	3.73E-05	3.44E-05
AB-746-G23	TARA_070_sur5	100	0.49312249	0.007855657	13	2232	illumina	47683276	7832023665	59.77	1671347	1.671347	7.778157378	1335.44979	1.63E-07	1.71E-07
AB-746-G23	TARA_072_dcm100	0	0	0	0	0	illumina	44872083	7471788986	59.77	1671347	1.671347	0	0	0	0
AB-746-G23	TARA_072_meso800	100	6.631774467	0.273885094	1903	295210	illumina	79019269	13213103814	59.77	1671347	1.671347	1138.602576	176629.9877	1.44E-05	1.34E-05
AB-746-G23	TARA_072_sur5	0	0	0	0	0	illumina	145316423	24299611193	59.77	1671347	1.671347	0	0	0	0
AB-746-G23	TARA_076_dcm150	100	0.548739033	0.005660295	2	337	illumina	134347028	21691680098	59.77	1671347	1.671347	1.196639597	201.633772	8.91E-09	9.30E-09
AB-746-G23	TARA_076_meso800	100	12.07136498	1.270672367	11777	1809055	illumina	158117154	26146280939	59.77	1671347	1.671347	7046.412265	1082393.423	4.46E-05	4.14E-05
AB-746-G23	TARA_076_sur5	0	0	0	0	0	illumina	120202409	20779090899	59.77	1671347	1.671347	0	0	0	0
AB-746-G23	TARA_078_dcm30	100	1.048040204	0.041945411	47	7488	illumina	119191753	19936478597	59.77	1671347	1.671347	28.12103052	4480.21865	2.36E-07	2.25E-07
AB-746-G23	TARA_078_meso800	100	18.02414496	0.893515997	8923	1392834	illumina	112306318	18704213213	59.77	1671347	1.671347	5338.807561	833360.158	4.75E-05	4.46E-05
AB-746-G23	TARA_078_sur5	100	0.863807997	0.008586799	1	166	illumina	108109233	18314683605	59.77	1671347	1.671347	0.598319798	99.32108652	5.53E-09	5.42E-09
AB-746-G23	TARA_085_dcm90	100	4.263506484	0.052560158	428	69488	illumina	137365648	22760974137	59.77	1671347	1.671347	256.0808737	41576.04615	1.86E-06	1.83E-06
AB-746-G23	TARA_085_meso790	100	11.17876924	0.345352474	3172	503202	illumina	53916241	9042728173	59.77	1671347	1.671347	1897.8704	301075.7192	3.52E-05	3.33E-05
AB-746-G23	TARA_085_sur5	100	0.346395976	0.003525245	2	228	illumina	135557491	22075354517	59.77	1671347	1.671347	1.196639597	136.416914	8.83E-09	6.18E-09
AB-746-G23	TARA_098_dcm188	100	0.28855582	0.002857623	1	102	illumina	80654027	12718401274	59.77	1671347	1.671347	0.598319798	61.02861943	7.42E-09	4.80E-09
AB-746-G23	TARA_098_meso488	100	10.59030954	0.960810836	8151	1276872	illumina	130074900	22116614177	59.77	1671347	1.671347	4876.904676	763977.7975	3.75E-05	3.45E-05
AB-746-G23	TARA_098_sur5	0	0	0	0	0	illumina	58754158	9878421999	59.77	1671347	1.671347	0	0	0	0
AB-746-G23	TARA_100_dcm50	100	0.838328203	0.014377708	2	355	illumina	97721533	16791532790	59.77	1671347	1.671347	1.196639597	212.4035284	1.22E-08	1.26E-08
AB-746-G23	TARA_100_meso177	100	12.73059169	0.462634769	5307	822666	illumina	102820276	16954852299	59.77	1671347	1.671347	3175.28317	492217.3552	3.09E-05	2.90E-05
AB-746-G23	TARA_100_sur5	0	0	0	0	0	illumina	80127198	13462086673	59.77	1671347	1.671347	0	0	0	0
AB-746-G23	TARA_102_dcm40	100	0.342746158	0.003408485	1	182	illumina	107258179	18294105975	59.77	1671347	1.671347	0.598319798	108.8942033	5.58E-09	5.95E-09
AB-746-G23	TARA_102_meso480	100	8.934084382	0.458538155	3794	580049	illumina	43477634	7205571441	59.77	1671347	1.671347	2270.025315	347054.8007	5.22E-05	4.82E-05
AB-746-G23	TARA_102_sur5	0	0	0	0	0	illumina	38887246	6713889375	59.77	1671347	1.671347	0	0	0	0
AB-746-G23	TARA_109_dcm30	100	0.369048585	0.003670283	1	181	illumina	61935894	10500244075	59.77	1671347	1.671347	0.598319798	108.2958835	9.66E-09	1.03E-08
AB-746-G23	TARA_109_meso380	100	10.62076964	0.768500908	6703	1058761	illumina	99309480	16993100177	59.77	1671347	1.671347	4010.537608	633477.668	4.04E-05	3.73E-05
AB-746-G23	TARA_109_sur5	0	0	0	0	0	illumina	132166824	22552517702	59.77	1671347	1.671347	0	0	0	0
AB-746-G23	TARA_110_dcm50	0	0	0	0	0	illumina	18372038	3073513779	59.77	1671347	1.671347	0	0	0	0
AB-746-G23	TARA_110_meso380	100	9.181997169	0.629143033	5260	806817	illumina	173735893	28577987883	59.77	1671347	1.671347	3147.162139	482734.5847	1.81E-05	1.69E-05
AB-746-G23	TARA_110_sur5	0	0	0	0	0	illumina	148566602	24357936696	59.77	1671347	1.671347	0	0	0	0
AB-746-G23	TARA_111_dcm90	0	0	0	0	0	illumina	27250868	4601869512	59.77	1671347	1.671347	0	0	0	0
AB-746-G23	TARA_111_sur5	0	0	0	0	0	illumina	171989566	27809439741	59.77	1671347	1.671347	0	0	0	0
AB-746-G23	TARA_112_dcm155	100	0.430961991	0.010618847	4	611	illumina	166203379	27843604685	59.77	1671347	1.671347	2.393279193	365.5733968	1.44E-08	1.31E-08
AB-746-G23	TARA_112_meso696	100	8.505928345	0.626480628	5096	800434	illumina	78872644	13436760795	59.77	1671347	1.671347	3049.037692	478915.5095	3.87E-05	3.56E-05
AB-746-G23	TARA_112_sur5	0	0	0	0	0	illumina	176654942	28914336851	59.77	1671347	1.671347	0	0	0	0
AB-746-G23	TARA_122_dcm115	0	0	0	0	0	illumina	120646849	20609375649	59.77	1671347	1.671347	0	0	0	0
AB-746-G23	TARA_122_meso600a	100	6.712260151	0.400287106	2380	374247	illumina	36981575	6358511239	59.77	1671347	1.671347	1424.00112	223919.3896	3.85E-05	3.52E-05
AB-746-G23	TARA_122_meso600b	100	6.867451983	0.359943873	2383	375579	illumina	37639227	6469731487	59.77	1671347	1.671347	1425.796079	224716.3515	3.79E-05	3.47E-05
AB-746-G23	TARA_122_sur5	0	0	0	0	0	illumina	128494301	21643581950	59.77	1671347	1.671347	0	0	0	0
AB-746-G23	TARA_123_eml150	100	4.456779787	0.336894051	647	100991	illumina	43387655	7166771202	59.77	1671347	1.671347	387.1129095	60424.91475	8.92E-06	8.43E-06
AB-746-G23	TARA_123_sur5	100	2.430497753	0.024142524	1	145	illumina	103616193	17840247397	59.77	1671347	1.671347	0.598319798	86.75637076	5.77E-09	4.86E-09
AB-746-G23	TARA_124_eml120_a	100	3.818404136	0.09976405	104	15916	illumina	24335804	3937540501	59.77	1671347	1.671347	62.22525903	9522.85791	2.56E-06	2.42E-06
AB-746-G23	TARA_124_eml120_b	100	3.104935314	0.136059802	156	23970	illumina	45076922	7293133964	59.77	1671347	1.671347	93.33788854	14341.72557	2.07E-06	1.97E-06
AB-746-G23	TARA_124_sur5_a	100	0.558451229	0.005788565	2	343	illumina	40674414	6779300446	59.77	1671347	1.671347	1.196639597	205.2236908	2.94E-08	3.03E-08
AB-746-G23	TARA_124_sur5_b	0	0	0	0	0	illumina	41680948	6945772056	59.77	1671347	1.671347	0	0	0	0
AB-746-G23	TARA_125_eml140	100	5.217272248	0.275841687	334	52437	illumina	94488148	16096648777	59.77	1671347	1.671347	199.8388126	31374.09527	2.11E-06	1.95E-06
AB-746-G23	TARA_125_sur5_a	0	0	0	0	0	illumina	36090695	6100543349	59.77	1671347	1.671347	0	0	0	0
AB-746-G23	TARA_125_sur5_b	100	1.043976664	0.014721255	2	304	illumina	36741196	6209411198	59.77	1671347	1.671347	1.196639597	181.8892187	3.26E-08	2.93E-08
AB-746-G23	TARA_132_meso550	100	17.99388306	1.518495398	15910	2396324	illumina	180517690	29064245644	59.77	1671347	1.671347	9519.267992	1433768.092	5.27E-05	4.93E-05
AB-746-G23	TARA_133_dcm45	100	2.244647801	0.029726207	201	32944	illumina	156572539	25951485598	59.77	1671347	1.671347	120.2622795	19711.04744	7.68E-07	7.60E-07
AB-746-G23	TARA_137_dcm40	100	3.003299825	0.137252137	903	140953	illumina	45019438	7523392765	59.77	1671347	1.671347	540.2827779	84334.97054	1.20E-05	1.12E-05
AB-746-G23	TARA_137_meso375_a	100	3.629007493	0.145138936	858	125641	illumina	47579735	7410374949	59.77	1671347	1.671347	513.358387	75173.49778	1.08E-05	1.01E-05
AB-746-G23	TARA_137_meso375_b	100	3.393084099	0.139061659	838	122562	illumina	47614661	7416505024	59.77	1671347	1.671347	501.391991	73331.27112	1.05E-05	9.89E-06
AB-746-G23	TARA_138_dcm60	100	4.019613508	0.05421824	448	75329	illumina	94451012	16526127236	59.77	1671347	1.671347	268.0472697	45070.83209	2.84E-06	2.73E-06
AB-746-G23	TARA_138_meso450_a	100	3.54258451	0.148638726	849	134537	illumina	37434280	6335980996	59.77	1671347	1.671347	507.9735088	80496.15071	1.36E-05	1.27E-05
AB-746-G23	TARA_138_meso450_b	100	3.591394936	0.153590666	947	148913	illumina	37494866	6346350809	59.77	1671347	1.671347	566.608849	89097.59613	1.51E-05	1.40E-05
AB-746-G23	TARA_138_sur5	0	0	0	0	0	illumina	148956548	24515620092	59.77	1671347	1.671347	0	0	0	0
AB-746-G23	TARA_142_dcm125	100	3.689236111	0.036683308	1	169	illumina	129702398	22128603162	59.77	1671347	1.671347	0.598319798	101.1160459	4.61E-09	4.57E-09
AB-746-G23	TARA_142_meso640	100	10.52305248	1.066176422	8861	1386497	illumina	137572626	23399274428	59.77	1671347	1.671347	5301.711733	829568.6054	3.85E-05	3.55E-05
AB-746-G23	TARA_145_meso590	100	42.84220974	1.573276561	17453	2757491	illumina	145458355	24282809910	59.77	1671347	1.671347	10442.47544	1649861.459	7.18E-05	6.79E-05
AB-746-G23	TARA_145_sur5	100	45.78931028	0.706174519	6878	1174903	illumina	101098116	17443667348	59.77	1671347	1.671347	4115.243573	702967.726	4.07E-05	4.03E-05
AB-746-G23	TARA_146_sur5	100	1.682280177	0.062712607	57	9263	illumina	149650203	25075871701	59.77	1671347	1.671347	34.10422851	5542.236292	2.28E-07	2.21E-07
